NO,STREETADDRESS,POSTALCODE,STATEORPROVINCE,CITY,SALESCLOSEPRICE,LISTDATE,LISTPRICE,LISTTYPE,ORIGINALLISTPRICE,PRICEPERTSFT,FOUNDATIONSIZE,FENCE,SCHOOLDISTRICTNUMBER,DAYSONMARKET,OFFMKTDATE,FIREPLACES,ROOMTYPE,ROOF,POTENTIALSHORTSALE,POOLDESCRIPTION,PDOM,GARAGEDESCRIPTION,SQFTABOVEGROUND,TAXES,TAXWITHASSESSMENTS,TAXYEAR,LIVINGAREA,UNITNUMBER,YEARBUILT,ZONING,STYLE,ACRES,COOLINGDESCRIPTION,APPLIANCES,BACKONMARKETDATE,EXTERIOR,DININGROOMDESCRIPTION,BASEMENT,BATHSFULL,BATHSHALF,BATHQUARTER,BATHSTHREEQUARTER,CLASS,BATHSTOTAL,BATHDESC,BEDROOMS,SQFTBELOWGROUND,ASSUMABLEMORTGAGE,ASSOCIATIONFEE,ASSESSMENTPENDING,ASSESSEDVALUATION
3461,1419 James Ave,55105,MN,STP - Saint Paul,375000,10/4/17 0:00,340000,Exclusive Right,340000,211.6253,686,Wood,625 - St. Paul,3,10/21/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck, Porch, Patio",Asphalt Shingles,No,,3,Detached Garage,1372,4784,4784,2017,1772,,1918,Residential-Single,(SF) Two Stories,0.11,Ductless Mini-Split,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Freezer, Washer, Dryer",,Metal,Informal Dining Room,"Finished (Livable), Drainage System, Sump Pump",1,0,0,1,SF,2,"Upper Level Full Bath , 3/4 Basement",3,400,,0,No,0
3462,1906 Saint Clair Ave,55105,MN,STP - Saint Paul,340000,8/4/17 0:00,340000,Exclusive Right,340000,171.0262,839,,625 - St. Paul,35,9/8/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sun Room, Storage Room",Asphalt Shingles,No,,35,Detached Garage,1678,4312,4366,2016,1988,,1921,Residential-Single,(SF) One 1/2 Stories,0.11,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,Stucco,Separate/Formal Dining Room,"Full, Finished (Livable)",1,0,0,1,SF,2,"Upper Level Full Bath , 3/4 Basement",4,310,,0,Yes,54
3463,235 Wheeler St S,55105,MN,STP - Saint Paul,345235,5/5/17 0:00,340000,Exclusive Right,340000,254.786,648,"Full, Other",625 - St. Paul,4,5/15/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Porch, Mud Room","Asphalt Shingles, Pitched",No,None,4,"Detached Garage, Garage Door Opener",1110,4352,4352,2017,1355,,1915,Residential-Single,(SF) Two Stories,0,Ductless Mini-Split,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,"Wood, Shakes",Separate/Formal Dining Room,"Full, Partial Finished, Drain Tiled, Sump Pump",1,0,0,1,SF,2,"Upper Level Full Bath , 3/4 Basement",3,245,Not Assumable,0,Unknown,0
3464,1663 Saunders Ave,55116,MN,STP - Saint Paul,342000,3/30/17 0:00,340000,Exclusive Right,350000,180.9524,1250,Rail,625 - St. Paul,29,4/28/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age Over 8 Years",No,,23,"Detached Garage, Driveway - Concrete, Garage Door Opener",1260,4300,4704,2016,1890,,1948,Residential-Single,(SF) One Story,0.16,Central,"Range, Cooktop, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,"Vinyl, Brick/Stone","Separate/Formal Dining Room, Eat In Kitchen","Full, Finished (Livable), Day/Lookout Windows, Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement, Whirlpool",2,630,,0,Yes,404
3465,"436 Portland Ave, 10",55102,MN,STP - Saint Paul,342000,5/12/17 0:00,342000,Exclusive Right,342000,292.3077,1170,,625 - St. Paul,3,5/15/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,No,,3,Detached Garage,1170,3372,3372,2017,1170,10,1904,Residential-Multi-Family,(CC) High Rise (4+ Levels),0.03,Window,,,Brick/Stone,,None,1,0,0,0,SF,1,,2,0,,525,No,192
3466,"240 Spring St, 314",55102,MN,STP - Saint Paul,344000,8/14/17 0:00,344000,Exclusive Right,344000,269.1706,1278,,625 - St. Paul,32,10/3/17 0:00,1,"Living Room, Dining Room, , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, , ",,No,,32,"Heated Garage, Underground Garage, More Parking Onsite for Fee, Assigned",1278,3630,3688,2017,1278,314,2007,Residential-Single,(CC) High Rise (4+ Levels),0.03,Central,"Range, Cooktop, Dishwasher, Refrigerator, Freezer, Washer, Dryer",,"Metal, Cement Board",Informal Dining Room,None,2,0,0,0,SF,2,Main Floor Full Bath,2,0,,494,Unknown,58
3467,1655 Juliet Ave,55105,MN,STP - Saint Paul,330000,7/7/17 0:00,344900,Exclusive Right,359000,152.6364,1236,,625 - St. Paul,20,7/28/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office, Recreation Room, Hobby Room, Patio","Asphalt Shingles, Age 8 Years or Less",No,,14,"Detached Garage, Garage Door Opener",1862,5298,5352,2017,2162,,1922,Residential-Single,(SF) Two Stories,0.15,Ductless Mini-Split,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,Metal,"Separate/Formal Dining Room, Breakfast Area","Full, Partial Finished",1,2,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , 1/2 Basement",4,300,Not Assumable,0,Unknown,54.36
3468,730 Cherokee Ave,55107,MN,STP - Saint Paul,362000,3/20/17 0:00,345000,Exclusive Right,345000,173.7044,1042,Full,625 - St. Paul,8,3/28/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Deck","Asphalt Shingles, Age Over 8 Years",No,None,8,Detached Garage,2084,3356,3356,2017,2084,,1924,Residential-Single,(SF) Two Stories,0.12,Window,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,"Metal, Stucco","Separate/Formal Dining Room, Eat In Kitchen",Full,1,0,0,1,SF,2,"Main Floor 3/4 Bath, Upper Level Full Bath , Whirlpool",3,0,Not Assumable,0,No,0
3469,1283 Osceola Ave,55105,MN,STP - Saint Paul,348000,3/2/17 0:00,345000,Exclusive Right,359900,175.4032,980,"Wood, Chain Link",625 - St. Paul,18,3/20/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Patio, Laundry",,No,,14,Detached Garage,1344,4265,4608,2016,1984,,1924,Residential-Single,(SF) One 1/2 Stories,0.14,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Stucco,Separate/Formal Dining Room,"Full, Finished (Livable)",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",3,640,,0,Unknown,343
3470,430 Warwick St,55105,MN,STP - Saint Paul,350000,8/1/17 0:00,345900,Exclusive Right,345900,175.6147,936,Wood,625 - St. Paul,7,8/8/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office","Asphalt Shingles, Pitched, Age 8 Years or Less",No,,7,"Detached Garage, Garage Door Opener",1488,4440,4844,2016,1993,,1921,Residential-Single,(SF) One 1/2 Stories,0.12,Central,"Range, Microwave, Exhaust Fan/Hood, Refrigerator, Dryer, Furnace Humidifier",,Wood,"Separate/Formal Dining Room, Eat In Kitchen","Full, Finished (Livable), Drain Tiled, Drainage System, Sump Pump, Egress Windows, Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",4,505,,0,No,404
3471,334 Robie St W,55107,MN,STP - Saint Paul,365000,5/9/17 0:00,348000,Exclusive Right,348000,198.3696,700,"Wood, Chain Link, Full",625 - St. Paul,4,5/19/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Foyer, Laundry",Asphalt Shingles,No,,4,Detached Garage,1840,2666,2666,2017,1840,,1889,Residential-Single,(SF) Two Stories,0.28,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer",,Other,"Separate/Formal Dining Room, Eat In Kitchen",Full,1,0,0,1,SF,2,"Main Floor 3/4 Bath, Upper Level Full Bath ",3,0,,0,No,0
3472,925 Mcknight Rd S,55119,MN,STP - Saint Paul,338000,10/4/17 0:00,349500,Exclusive Right,364900,123.0433,1526,,625 - St. Paul,68,12/11/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Foyer, Four Season Porch, Laundry, Utility Room, Deck","Asphalt Shingles, Age Over 8 Years",No,,31,"Attached Garage, Driveway - Asphalt",1526,4302,4356,2017,2747,,1997,Residential-Single,(SF) Four or More Level Split,1.16,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,"Vinyl, Brick/Stone",Informal Dining Room,"Walkout, Full, Finished (Livable), Day/Lookout Windows, Egress Windows",3,0,0,0,SF,3,"Upper Level Full Bath , Private Master, Full Basement",4,1221,,0,Yes,54
3473,776 Syndicate St S,55116,MN,STP - Saint Paul,345000,11/2/17 0:00,349900,Exclusive Right,349900,188.8342,927,,625 - St. Paul,9,12/1/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office","Asphalt Shingles, Pitched",No,,9,"Detached Garage, Driveway - Asphalt, Garage Door Opener",1427,5196,5254,2017,1827,,1938,Residential-Single,(SF) One 1/2 Stories,0.142,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Metal,Separate/Formal Dining Room,"Full, Finished (Livable), Egress Windows, Concrete Block",1,0,0,2,SF,3,"Main Floor Full Bath, Upper Level 3/4 Bath, 3/4 Basement",4,400,,0,No,58.2
3474,"350 Saint Peter St, 1202",55102,MN,STP - Saint Paul,332000,10/30/17 0:00,349900,Exclusive Right,349900,281.1177,1181,,625 - St. Paul,64,1/2/18 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,No,,64,"Underground Garage, Secured, More Parking Offsite for Fee, Valet Parking for Fee, Garage Door Opener",1181,3882,3940,2017,1181,1202,1896,Residential-Single,(CC) High Rise (4+ Levels),0,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Brick/Stone,"Informal Dining Room, Breakfast Area",None,1,0,0,1,SF,2,"Main Floor Full Bath, Main Floor 3/4 Bath, Private Master, Full Master",2,0,,498,Yes,58
3475,"2221 Youngman Ave, 301",55116,MN,STP - Saint Paul,349900,10/16/17 0:00,349900,Exclusive Right,349900,167.4163,2090,,625 - St. Paul,17,11/2/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Foyer, Deck, Laundry, Pantry (Walk-In)",,No,"Below Ground, Indoor, Heated, Shared",17,"Underground Garage, Assigned, Garage Door Opener",2090,3772,3772,2017,2090,301,1980,Residential-Single,(CC) High Rise (4+ Levels),0.06,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Brick/Stone,"Informal Dining Room, Eat In Kitchen, Living/Dining Room",None,1,0,0,1,SF,2,"Main Floor Full Bath, Private Master, 3/4 Master, Walk-In Shower",3,0,,590,No,0
3476,1915 Portland Ave,55104,MN,STP - Saint Paul,350500,10/16/17 0:00,349900,Exclusive Right,349900,241.0591,742,None,625 - St. Paul,16,11/1/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Three Season Porch, Foyer, Laundry","Asphalt Shingles, Age 8 Years or Less",No,None,16,"Detached Garage, Garage Door Opener",1454,4452,4510,2017,1454,,1919,Residential-Single,(SF) Two Stories,0.14,Window,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Stucco,Separate/Formal Dining Room,"Full, Drain Tiled, Sump Pump, Day/Lookout Windows, Concrete Block, Unfinished",1,0,0,0,SF,1,"Upper Level Full Bath , Rough In",3,0,,0,Unknown,58
3477,"641 Grand Ave, 2",55105,MN,STP - Saint Paul,337500,9/15/17 0:00,349900,Exclusive Right,349900,146.548,1253,,625 - St. Paul,80,12/4/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Study","Asphalt Shingles, Age Over 8 Years",No,,80,"Detached Garage, Other",2303,5228,5286,2017,2303,2,1886,Residential-Single,(CC) Low Rise (3- Levels),0.04,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer",,Stucco,"Informal Dining Room, Eat In Kitchen",None,1,0,0,1,SF,2,"Main Floor Full Bath, Upper Level 3/4 Bath",3,0,Not Assumable,260,Unknown,58
3478,2122 Marshall Ave,55104,MN,STP - Saint Paul,325000,9/14/17 0:00,349900,Exclusive Right,349900,136.2683,803,None,625 - St. Paul,16,9/30/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck, Porch, Other, Other, Other",Asphalt Shingles,No,,16,"Detached Garage, Driveway - Asphalt",2385,4482,4482,2017,2385,,1908,Residential-Single,(SF) Two Stories,0.201,Window,"Range, Dishwasher, Refrigerator, Washer, Dryer",,Vinyl,"Separate/Formal Dining Room, Eat In Kitchen",Full,1,0,0,0,SF,1,Upper Level Full Bath ,4,0,,0,Unknown,0
3479,318 Irvine Ave,55102,MN,STP - Saint Paul,349900,9/11/17 0:00,349900,Exclusive Right,365000,256.337,683,,625 - St. Paul,32,10/13/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,No,,16,Detached Garage,1365,4038,4096,2017,1365,,1912,Residential-Single,(SF) Two Stories,0.23,None,,,Metal,,"Full, Unfinished",1,1,0,0,SF,2,,3,0,,0,Yes,58
3480,453 Pascal St S,55105,MN,STP - Saint Paul,353000,7/19/17 0:00,349900,Exclusive Right,349900,205.2326,716,"Wood, Chain Link",625 - St. Paul,17,8/5/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck","Asphalt Shingles, Age Over 8 Years",Not Disclosed,,17,"Detached Garage, Garage Door Opener",1432,4226,4226,2016,1720,,1953,Residential-Single,(SF) Two Stories,0.12,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Other,"Separate/Formal Dining Room, Informal Dining Room","Full, Finished (Livable), Partial Finished, Egress Windows",2,0,0,0,SF,2,"Main Floor Full Bath, Upper Level Full Bath ",3,288,Not Assumable,0,Unknown,0
3481,1407 Hartford Ave,55116,MN,STP - Saint Paul,355000,7/12/17 0:00,349900,Exclusive Right,349900,189.5355,962,,625 - St. Paul,13,8/3/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sitting Room",Asphalt Shingles,No,,13,Detached Garage,1398,4174,4540,2017,1873,,1950,Residential-Single,(SF) One 1/2 Stories,0.14,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer",,Metal,"Separate/Formal Dining Room, Breakfast Area","Full, Finished (Livable), Egress Windows",1,0,0,1,SF,2,"Main Floor Full Bath, Full Basement",4,475,,0,No,394
3482,741 Mount Curve Blvd,55116,MN,STP - Saint Paul,357000,6/8/17 0:00,349900,Exclusive Right,349900,268.8253,782,None,625 - St. Paul,60,8/7/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sitting Room","Asphalt Shingles, Age Over 8 Years",No,,60,"Detached Garage, Driveway - Gravel",1328,4428,4482,2016,1328,,1948,Residential-Single,(SF) One 1/2 Stories,0.16,Central,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer",,Metal,Living/Dining Room,"Full, Drain Tiled, Sump Pump, Unfinished",2,0,0,0,SF,2,"Main Floor Full Bath, Upper Level Full Bath , Master Walk-Thru",3,0,Not Assumable,0,No,54
3483,2170 Pinehurst Ave,55116,MN,STP - Saint Paul,340000,5/19/17 0:00,349900,Exclusive Right,349900,223.8315,851,"Chain Link, Privacy, Full",625 - St. Paul,11,5/30/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office, Sitting Room","Asphalt Shingles, Age Over 8 Years",No,,11,"Detached Garage, Garage Door Opener",1142,4074,4132,2017,1519,,1947,Residential-Single,(SF) One 1/2 Stories,0.11,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Furnace Humidifier",,Vinyl,Informal Dining Room,"Full, Finished (Livable), Drain Tiled, Sump Pump, Day/Lookout Windows",1,1,0,0,SF,2,"Main Floor Full Bath, Upper Level 1/2 Bath, Private Master, Bathroom Ensuite",3,377,Not Assumable,0,Yes,58.2
3484,1119 Juliet Ave,55105,MN,STP - Saint Paul,360000,5/12/17 0:00,349900,Exclusive Right,349900,196.8289,1211,"Wood, Full",625 - St. Paul,18,5/30/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sitting Room, Foyer","Asphalt Shingles, Pitched, Age Over 8 Years",No,None,18,Detached Garage,1697,5874,5928,2016,1829,,1938,Residential-Single,(SF) One 1/2 Stories,0.12,"Wall, Ductless Mini-Split","Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Brick/Stone,Separate/Formal Dining Room,"Full, Day/Lookout Windows, Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, Upper Level 3/4 Bath, Private Master, Walk-In Shower",3,132,,0,No,54
3485,668 Sue Pl,55116,MN,STP - Saint Paul,361000,4/27/17 0:00,349900,Exclusive Right,349900,204.8808,816,None,625 - St. Paul,5,5/12/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Den","Asphalt Shingles, Age 8 Years or Less",No,,5,Detached Garage,1385,6186,6186,2017,1762,,1940,Residential-Single,(SF) One 1/2 Stories,0.14,Central,"Range, Cooktop, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,Brick/Stone,Eat In Kitchen,"Full, Finished (Livable), Egress Windows",2,0,0,0,SF,2,"Main Floor Full Bath, Upper Level Full Bath ",4,377,Not Assumable,0,No,0
3486,1865 Highland Pkwy,55116,MN,STP - Saint Paul,400000,4/9/17 0:00,349900,Exclusive Right,349900,153.6098,1120,,625 - St. Paul,51,5/30/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Den","Pitched, Unspecified Shingle",No,,51,"Attached Garage, Driveway - Asphalt",2604,7671,8244,2016,2604,,1938,Residential-Single,(SF) Two Stories,0.19,Central,,,Brick/Stone,,"Full, Unfinished",1,1,0,0,SF,2,,3,0,,0,Unknown,573
3487,1476 Saint Clair Ave,55105,MN,STP - Saint Paul,354000,3/31/17 0:00,349900,Exclusive Right,349900,272.0984,744,Wood,625 - St. Paul,10,4/10/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Pantry (Walk-In), Mud Room, Foyer, Porch, Screened Porch, Screened Porch","Asphalt Shingles, Age 8 Years or Less",No,,10,Detached Garage,1262,4136,4136,2017,1301,,1911,Residential-Single,(SF) Two Stories,0.12,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,"Metal, Vinyl","Separate/Formal Dining Room, Eat In Kitchen","Full, Partial Finished",1,0,0,1,SF,2,"Upper Level Full Bath , 3/4 Basement",3,39,Not Assumable,0,Unknown,0
3488,1226 Edgcumbe Rd,55105,MN,STP - Saint Paul,333000,3/20/17 0:00,349900,Exclusive Right,349900,209.0395,830,"Wood, Privacy, Full",625 - St. Paul,23,4/22/17 0:00,2,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Recreation Room, Laundry","Asphalt Shingles, Age Over 8 Years",No,,23,"Detached Garage, Garage Door Opener",1221,4922,5366,2016,1593,,1937,Residential-Single,(SF) Two Stories,0.124,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Brick/Stone,Living/Dining Room,"Full, Partial Finished, Day/Lookout Windows",1,1,0,0,SF,2,"Upper Level Full Bath , 1/2 Basement",3,372,Not Assumable,0,Unknown,443.72
3489,1316 Palace Ave,55105,MN,STP - Saint Paul,369000,3/10/17 0:00,349900,Exclusive Right,349900,226.3804,816,None,625 - St. Paul,14,3/24/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,No,,14,Detached Garage,1230,4174,4174,2017,1630,,1929,Residential-Single,(SF) One 1/2 Stories,0.11,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,Stucco,Separate/Formal Dining Room,"Full, Finished (Livable)",1,0,0,1,SF,2,"Main Floor Full Bath, Upper Level 3/4 Bath",3,400,Not Assumable,0,No,0
3490,1878 Morgan Ave,55116,MN,STP - Saint Paul,350000,11/17/17 0:00,350000,Exclusive Right,350000,182.7676,952,,625 - St. Paul,10,12/5/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,No,,10,"Detached Garage, Driveway - Concrete",979,3238,3296,2017,1915,,1956,Residential-Single,(SF) One Story,0.17,Central,"Range, Cooktop, Dishwasher, Refrigerator, Washer, Dryer",,Metal,Separate/Formal Dining Room,"Full, Finished (Livable)",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",3,936,Not Assumable,0,Yes,58
3491,"406 Wacouta St, 709",55101,MN,STP - Saint Paul,340000,11/15/17 0:00,350000,Exclusive Right,350000,280.0659,926,,625 - St. Paul,14,11/29/17 0:00,0,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Den, Patio",,No,,14,"Heated Garage, Underground Garage, Assigned, Garage Door Opener",1214,3379,3528,2017,1214,709,1905,Residential-Single,(CC) High Rise (4+ Levels),0,Central,"Range, Cooktop, Microwave, Dishwasher, Refrigerator, Disposal",,Brick/Stone,Kitchen/Dining Room,None,2,0,0,0,SF,2,"Main Floor Full Bath, Upper Level Full Bath ",2,0,,539,No,149
3492,2139 Scudder St,55108,MN,STP - Saint Paul,350000,10/23/17 0:00,350000,Exclusive Right,350000,180.0412,1024,"Chain Link, Full",625 - St. Paul,11,11/6/17 0:00,1,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Den, Walk-In Closet","Asphalt Shingles, Pitched, Age Over 8 Years",No,None,11,"Attached Garage, Tuckunder, Driveway - Asphalt, Garage Door Opener",1944,4194,4542,2017,1944,,1924,Residential-Single,(SF) Two Stories,0.17,None,"Range, Dishwasher, Refrigerator, Washer, Dryer",,"Stucco, Brick/Stone",Separate/Formal Dining Room,"Partial, Day/Lookout Windows, Concrete Block",1,2,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , 1/2 Basement",4,0,Not Assumable,0,Unknown,348.12
